"text_object","containsMention_category","weekday_category"
"rt happy birthday to the bro <u+f><u+> hope you have a good day man",1,3
"not all states consider ""postmarked by election day"" as a corre…",1,3
"you know what? ill ratio you for that cheers mate",1,3
"rt moments ago i asked ag barr why he hasn’t looked at hunter biden’s laptop at and got no answer the republic is at s…",1,3
"rt holy crap peyton manning",1,3
"rt khaithird sleep",1,3
"rt friend jaebeom stans going through itwe miss jaebeom where did he disappear? <u+fd> is he healthy is he eating well is he happy…",1,3
"honestly saw this and was just like no",1,3
"stonks",1,3
"rt this slaps ",1,3
"rt new reporting on the aoc yoho incident the day after rep ted yoho harassed rep alexandria ocasio cortez with his disgu…",1,3
"i have never seen this cat",1,3
"i can’t believe people still think that global warming doesn’t exist most people right now are sweeping up the fal…",0,3
"rt wizkid said “go and wear your slippers first” dfkm<u+f>",1,3
"rt the work ole does away from the cameras is incredible he looks after the players and keeps morale high thats why theyre h…",1,3
"rt eighteen years ago this week sasukes brother itachi made his first shocking appearance in chapter of the naruto manga…",1,3
"truth",0,3
"rt caught repeatedly violating firewall rule trumps voice of america head rescinds it entirely",1,3
"rt stare eye to eye and lets see in this year who will be the first to surrender",1,3
"i left fort for apex because i’m tired of having to rely on rng",1,3
" shiver me timber’s <u+><u+><u+f><u+ffc>",1,3
"rt the punishment for corruption in china is death let’s copy that for success too",1,3
"call her house phone",0,3
"thank god i’ve got a bidet i’d be using rolls of paper otherwise <u+f>",1,3
"guys im really happy because hes really cute and sweet and like respects my boundaries and im just akskahdksn <u+><u+><u+>",0,3
"the first one the only one i seen that shit vicious",1,3
"white mengeez",1,3
"he deleted it <u+f>",1,3
"some stuff should just stay on twitter",0,3
"prada zayli already spoiled lol",1,3
"im gonna lose sleep not knowing the results",1,3
"rt you probably looked it up in the wrong dictionary well bring you the right one at camp nou <u+fd><u+fd>",1,3
"rt <u+fef><u+e> clean sheets each this season <u+fe> <u+f> <u+f> macca <u+fa> ",1,3
"yeah kfb",0,3
"rt if you live in pennsylvania at this point you should not use the us mail to return your ballot or at this point anywher…",1,3
"rt in tomorrows racing post a new jockey for presenting percy as denis oregan gets the call up for down royal joseph obri…",1,3
"rt @gabbymain follow everyone who likes and retweet this to gain some followers <u+fc> follow me first",1,3
"can’t wait to lose sleep again",0,3
"rt thank you for voting taylor swift as artist of the year at the amas <u+><u+fef>",1,3
"rt congratulations pcms war eagles conference champions undefeated great job players and coaches its a great time to b…",1,3
"rt “let’s see her without makeup” <u+f>nigga let’s see you with money <u+fd>",1,3
"rt ""in the years ive been with you youve been a first time to someone and youve been a one night stand to someone els…",1,3
"bad bad baddddd <u+f>",1,3
"gill well said lynda<u+fb><u+fb><u+ff>",1,3
"because todays word was section and he needed to hit bingo",1,3
"saw some of drama played out today that i missed and just wanted too make sure you are good",1,3
"rt “don’t pass to morata he’s offside”",1,3
"uuuu dnt hype him up ?????",1,3
"naughtylist days until naughty list",1,3
"rt lmao shorty said",1,3
"rt nba youngboy with m streams and still has not been nominated for an award",1,3
"get your lungs ready",1,3
"good morning jea",1,3
"rt wonghki this short documentary precisely captured how it’s like to be a freedom loving hkger staying in hk i am in exile for alm…",1,3
"rt massive crowd at president <u+><u+>’s rally in omaha nebraska<u+c><u+fef>",1,3
"i am consistently impressed by shes an excellent mpp",1,3
"rt james baldwin had some words for you",1,3
"a tenant association was formed across our city of tenants with the same slumlord these tenants demand better livi…",0,3
"rt wow what?? this is so weird i voted biden and suddenly every crush ive ever had slid into my dms",1,3
"rt they’re unrelenting they don’t want texans to exercise their vote yet again vote like your life depends on it",1,3
"rt why are the nigerian broadcast media being penalized for their coverage of endsars ? are we a democracy or an autocra…",1,3
"rt please dont search her name on naver and please stop engaging with those articles yg need to take legal action against the…",1,3
"if million people have managed to vote there’s no damn excuse for north carolina or any other state to accept b…",0,3
"rt and and nigeria has expired referendum first endnigerianowtoendsars…",1,3
"rt if purcell means federal courts shouldnt interfere with state election rules too close to election day surely they shoul…",1,3
"rt this was amazing",1,3
"weve entered don vito territory lol",0,3
"rt u got it dude",1,3
"would go really well with a glass of malbec",0,3
"rt now that everyone is focused on chanyeol can we all talk about his all of me cover",1,3
"twt i vote for taehyung from bts twt for bousnidstars bousnid <u+fc>",1,3
"rt i’m following first likes retweets and drop your handles gain<u+f><u+f><u+f>",1,3
"we are beyond done with your lies and your bullshit the supervisor we spoke to who was in sacramento is one…",1,3
"b i d $ and @ en is a corrupt politician ",1,3
"so your against antifa which means your pro fascist right ?",1,3
"wisdom for wednesday do you want to make an impact or practice avoidance? it’s your choice positiveleadership…",0,3
"rt what gives biden an edge in fl is that cant afford to compete there he has to rely on the rnc i wo…",1,3
"rt bighit dear army the weather’s gotten a lot chilly i’m writing this because i wanted to know what army’s thinking and what you…",1,3
" other than daily login thing and robuxs i think so",1,3
"i thought we were finally safe kingdom going to be looming over us for the next months oh jeez",0,3
"[cursedr] game night tonight cursed ascension is going up against team momentum right now watch the stream…",0,3
"here you go ",1,3
"not good at birthdays but i know now don’t worry",1,3
"stop @ ing me",1,3
"i am a ""genius"" thats why i recognized that my ""location"" of ""the kitchen"" shows im a…",1,3
"rt run bts ep <u+ff> twt",1,3
"rt feeds the kids in the day beats the kids in the night marcus rashford mbe <u+ff><u+ff>",1,3
"one of my favorite family traditions <u+fc><u+ffe>",0,3
"why would you go to the second floor why would thta bother you just get put of there nam jiah dont be stupid you’re a smart woman",0,3
"rt the supreme court will not protect our voting rights heres who actually might",1,3
"rt yaks hello wednesday <u+><u+fef>",1,3
"rt in nigerias so called super cop abba kyari was the commander of sars in lagos under his watch a promising y…",1,3
"rt kr members ""blue hour"" reaches a new peak on top vibe daily chart at +<u+ff> highest charting song by a th gen…",1,3
"at least ill be busy the next few days i hate to do nothing",0,3
"rt millerrr i don’t know how many times i have said in over the last decade don’t pop pills and don’t let your homies pop pills…",1,3
"fuck",0,3
"rt sharing music is a huge love language for me",1,3
"conflict annnnnd that title belongs to???",1,3
"is sf going to be in kingdom though",0,3
"un couple goal ou rien",0,3
"someone tell tiffany i’m getting her drunk this weekend",0,3
"how good are you at reading my vibe?",0,3
"he was skater boy",0,3
"rt halloween <u+f> halloween halloween halloweenathome halloweek halloweenlook",1,3
"rt months into the virus and there is still no comprehensive plan against covid yet it took days to confirm a new suprem…",1,3
"rt @aboba another day of being the prettiest he’s ever been with <u+f><u+f><u+ffc>",1,3
"rt tae quiz idol izone miyawaki sakura “korean language skill? to the extent that can watch dramas without subtitles” cute…",1,3
"rt my election stress and anxiety are off the charts please america",1,3
"hello pooo any merch will do po a real fan will truly appreciate it po <u+fa>",1,3
"looks like a good picture to me",0,3
"rt if you don’t respect yourself how do you expect me to respect you? the willingness to put your life at risk for some p…",1,3
"rt wow girl scouts just deleted this tweet after being attacked by the mob that’s insane",1,3
" im voting for nct for favorite social artist at the amas nct ",1,3
"rt history <u+fc>i vote for taehyung from bts twt for bousnidstars bousnid",1,3
"bar refaeli a tv show host and model",0,3
"rt be her peace her homegirls already be calling her a stupid ho bc she still fwu",1,3
"rt once i changed i’m sorry",1,3
"yes yes we believe so",1,3
"rt ntkl the difference scumvillainsselfsavingsystem <u+eba><u+e><u+cd><u+de><u+ea><u+><u+cfb><u+edf>",1,3
"rt too much goin on in my life rn and i jus wanna disappear<u+f><u+f><u+ffc>",1,3
"bro she really saw me and said “hola mija como amaneciste” like mam i went to work ahahahah so horrible",1,3
"""apparently hayley is really horrible all her band members leave her"" my brother years ago i stan the right wom…",0,3
"rt you probably looked it up in the wrong dictionary well bring you the right one at camp nou <u+fd><u+fd>",1,3
"rt this is pretty hilarious",1,3
" it’s time to do what you told us that you were going to do and protect your artist take down all th…",1,3
"kang im not stable so i’ll probably be up",1,3
"cfeebbdccebffcd",0,3
"rt how it started how it’s going",1,3
"rt marjorie uhh watch this and then donate to their gofundme",1,3
"covid is killing americans that is the trending story …",1,3
"rt how many people have to die before republicans realize that trump is a conman a fraud and incapable to do anything good…",1,3
"that’s very close",1,3
"go away bot",1,3
"rt farage very surprised to be asked onto the stage delighted to do so he is on top form",1,3
"rt did you know that chanyeol best boy but chanyeol handsome and chanyeol kind?",1,3
"rt @fatbookworm hopefully you all are okay after what was shared in fundy’s stream whoever did that is a piece of shit and they deserve…",1,3
"zhelesnik actually because of the ada you dont however this isnt one of those s…",1,3
"rt minor lit major pet peeve people keep calling acb barrett a ""handmaiden"" shes not shes one of the privileged wives",1,3
"rt last week a male said to me that “black people could stare at the sun and not go blind but they won’t tell us th…",1,3
"attendings normalize letting your residents out early so they can go vote",0,3
"dump the glock show me that hoe work or sum",0,3
"rt siskind the mayor of houston texas sylvester turner says polling places in harris county will remain open until pm tonight a…",1,3
"rt “thousands are choosing to walkaway from the democratic party yet they close their eyes and ears and say ‘this isn’t ha…",1,3
"rt kamala harris in arizona on the same day president trump is holding rallies in bullhead city and goodyear sen harris wil…",1,3
"rt mandua dr gabriel scally? the labour activist who pushed for andy burnham to become leader of the labour p…",1,3
"i for one dont compare players that much as long as the comparison makes sense and i appreciate players i…",1,3
"why is this not bigger",0,3
"cabernet beer and vodka lots of it",1,3
"bats need love too",1,3
"rt fraud exposed texas ‘ballot chaser’ says ‘i’m getting the biden vote out i don’t do it for free’",1,3
"thanks pretty <u+fb><u+fb>",1,3
"rt wealth of richest americans in $ wealth of richest americans in $ fede…",1,3
"? anybody?? likd lowkey just hit ",0,3
"uhh i forgot",0,3
"rt whos the best international artist? rt reply with ariasharrystyles how many votes can i get? ? ? k+? <u+f>",1,3
"oh my god the memories <u+fa>",1,3
"sure <u+f>",1,3
"“ a vision without a strategy remains an illusion” lee bolman avoid the noise and just trade it ruleofthree…",0,3
"rt the moon is in aries",1,3
"rt do not mail any more ballots carry them in or use a drop box we are now week away some of my mail has been taking …",1,3
"rt <u+cec><u+c><u+cec><u+adc> gfriend <u+de>walpurgis night concept photo &ltmy girls &gt <u+de>walpurgisnight <u+fa> pm kst",1,3
"rt fred was outrageously good tonight in midfield broke up play and kept the tempo high has to start v arsenal on the w…",1,3
"see my notes from when i taught set theory unless you mean ""advanced"" as in post l kind of thing in tha…",1,3
"rt on a serious note though what is virtue signalling?",1,3
"wait wait yall chanyeol solo album ???",0,3
"agreed absolute pure degeneracy",1,3
"angels advocate",0,3
"xiiu you look so fucking good vincent wtf",1,3
"rt i fucken love this <u+ff><u+ffd><u+ff><u+ffd><u+f>",1,3
"rt canadians have been getting $ a month to stay home and quarantine since lockdown started and they don’t have to w…",1,3
"rt team reporting from barda azerbaijan that was hit today by armenia with missiles killing civilians and…",1,3
"rt expectation reality",1,3
"rt lock him up voteagainsttrump",1,3
"oh god",0,3
"top finishers ky busch truex bell blaney bowman keselowski ku busch dibenedetto hamlin logano nascar",1,3
"rt stop overthinking you cant control everything just let it be",1,3
"rt too much goin on in my life rn and i jus wanna disappear<u+f><u+f><u+ffc>",1,3
"u too dont forget ur breakfast syaa<u+fa>",1,3
"do i need to intervene",1,3
"the exams have been rough",1,3
"rt thanksgiving is a colonizer’s holiday anyway",1,3
"provida most christians dont read bible",1,3
"well don’t think about that",1,3
"rt scott morrison’s lies about sports rorts continue",1,3
"are you sure you haven’t turn the shiny darkrai off to i have done raids this week and no shiny",1,3
"who cares",1,3
"nice job kyle",0,3
"congratssss &lt",1,3
"rt notnice my cookbook is finally here i’m officially a self published author this took almost a year to complete dropping nove…",1,3
"rt hmmn prayer is this new feeling new meaning fresh courage it may not come to pass sha but at least it will give you t…",1,3
"this man is gon be successful",0,3
"rt why is abortion and same sex marriage always a hot topic? why can’t everyone just mind their damn business? how another p…",1,3
"its like a mis coloration on two ppls arms one is a birthmark an…",1,3
"alin you did well<u+><u+fef>",1,3
"rt sooooo yesterday children and survivors in total were rescued from the largest human trafficking sting in o…",1,3
"rt alright then going to bed after watching some football and couple wins for our ex players …",1,3
"rt this is the trump truck trolling the biden bus all over north texas",1,3
"rt i will always defend our nd amendment rights that’s why i’m endorsed by and the ",1,3
"@aishabx my bad it was an a b conversation let me c myself out",1,3
"rt wow miles taylor wasnt even listed on dhss senior leadership page when nyt published his op ed because he was just…",1,3
"rt station the international space station orbited above hurricane zeta as it churned in the gulf of mexico just before pm et toda…",1,3
"rt kr members ""minisode blue hour"" and ""the dream chapter star"" are now both eligible for gaons platinum certification f…",1,3
"rt things that the does",1,3
"spotify applemusic",1,3
"that cant be me please <u+fd>",1,3
"fluffy mage? genshinimpact genshinhalloween genshinimpactfanart",0,3
"rt breaking the supreme court has voted against the north carolina gops attempt to shorten the time for receiving and…",1,3
"rt monthly cost of humira for arthritis united states $ canada $ norway $ januvia for diabetes unite…",1,3
"are u seriousa",1,3
"is it so hard to click on someones profile for seconds to check their pronouns",0,3
"lovve dating a twitter guy?<u+f>",1,3
" <u+fa><u+fa><u+fa><u+fa><u+fa> i am here",1,3
"rt chaeyeon talking about how she is grateful to the girls and especially eunbi who is like her oldest sister ",1,3
"<u+fb> sign “every vote counts” and i’ll deliver a copy to your officials no is from…",0,3
"it ain’t over until the fat baby goes to sing sing",0,3
"great job <u+ff><u+ff><u+ff><u+ff><u+ff><u+ff><u+ff><u+ff>",1,3
"rt she should be ashamed of herself the world needs to now how australian politicians treat a thre…",1,3
"rt the community at brandy hill have mounted an amazing campaign to save koalas and habitat the only…",1,3
"rt marcus rashford is only the second mufc player to score a hat trick as a substitute after ole gunnar solskjær against notti…",1,3
"me<u+f> i can’t do anything else in my life",0,3
"rt it’s simple donald trump thinks health care is a privilege i think it is your right",1,3
"in australia you are fined if you don’t vote",1,3
"rt the bigger the vote the harder it will be for trump to declare the election fraudulent vote",1,3
"rt special counsel",1,3
"ff ooooo now thats my fetish",1,3
"rt kick it sunghoon",1,3
"rt i dont care",1,3
"i accidentally sent my year old cousins an edit of haechan",0,3
"rt <u+fa>if u see this pls rt and reply stop spreading false rumors this is unethical and so bad becoming from a journalist we d…",1,3
"you’re so welcome my love i am here to play u magical sleeping tunes",1,3
"all neons let’s brighten up ",1,3
"rt <u+fa><u+fa><u+fa>breaking in a pair of decisions the us supreme court denies republican effort to block our north carolina state…",1,3
"rt so the switch version of undertale gives you time to type as much as you like",1,3
"common soft",1,3
"<u+>changing my mind real quick<u+>",1,3
"a dona da playlist agr",1,3
"eazi got the best verse still <u+fa>",1,3
"former girl scout and leader here and i support all people who lift up other women this scotus pick d…",1,3
"what if they did a fan vote to bring back people from the season",1,3
"nowplaying thao en elblokeradio",0,3
"rt bernstein bidenemails make it bidencorruption",1,3
"boo i suck with all my problems and my sad tweets boo <u+fe><u+fe><u+fe><u+fe>",0,3
"rt voter suppression should never be measured in the aggregate that’s typically an indication of autocracy st…",1,3
"tina mine owns runescape and he will ban you",1,3
"weirdo well get back to me when youve watched it hes dead the dead dont care",1,3
"shut up taking to me myra not going let mike tuch nutten if he got in trouble that his damn fault nikki u not talki…",0,3
"i vote this saturday i’ve decided to go in person cause idk bout this mail in stuff lol",1,3
"yo we out here",1,3
"rt hi please be nice to phone bankers if you’re not interested just say it don’t cuss me out pls thank u",1,3
"rt to make the election more exciting they should let the presidential candidates vote for themselves an unlimited number o…",1,3
"actually that was hunter",1,3
"rt limited x poppy collab now",1,3
"rt amazing <u+ffa><u+ff><u+ffa><u+ff><u+ffa><u+ff>",1,3
"rt i interviewed a producer engineer based in philly at just bens already opened his own studio and…",1,3
"rt love this guy <u+f><u+ffb>",1,3
"grabois <u+f>",0,3
"i stg jimin is so soft with the people he dates i just fycking know bringing them anything they need caressing th…",0,3
"make your own money <u+fb> <u+faf> spend it how you want <u+ff>",0,3
"not at them spreading fake articles edited pics",0,3
"sho do <u+fc>",0,3
"omg thank you so much",1,3
"rt why is abortion and same sex marriage always a hot topic? why can’t everyone just mind their damn business? how another p…",1,3
"rt theres a bernie superhero teacher running for new york state senate in a district whose registration…",1,3
"rt [sunki day giveaway <u+f>] <u+><u+fef> open for ph based only <u+ff><u+fed> <u+><u+fef> must be following and <u+><u+fef> comment on this…",1,3
"rt washington ap — the supreme court will allow absentee ballots in north carolina to be received and counted up to days…",1,3
"rk i didnt get that from mr rs original tweet if im being honest i dont think his intention was criticiz…",1,3
"oop i aint know nun bout him but i do like to see what is going on <u+f>",0,3
"rt alvaro morata has just scored a hattrick against barcelona of offside goals",1,3
"nasty off the table e motive",1,3
"<u+a><u+fef> official it’s time to do what you told us that you were going to do and protect your artist take down al…",1,3
"rt thank you to we can officially confirm that @ smokescreensmp is a fake account please do not believe e…",1,3
"but she’ll never know your story like i do",1,3
"troll",1,3
"rt when we talk about fox news we need to talk about the murdoch family too by",1,3
"they take two muffins out every five years",1,3
"think ima get a snack then go back to sleep",0,3
"rt truth thisisus",1,3
"you got me there hahahaha all i know is that he’s ready…",1,3
" josh this w wuke",1,3
"rt i wish i lived in a country where john kelly james mattis john bolton and miles taylor had at least half the balls of s…",1,3
"rt @hollaa pros i’m w the shits cons i’m w the shits",1,3
"yes you are",0,3
"rt giveaway i’m giving away my xbox series x console all you have to do to enter is retweet and follow my series x unbo…",1,3
"hey hann",1,3
"a girl does not binge on ice cream with happy tears the only way alexa could complete th…",1,3
"rt since some of you forget that hailey baldwin bieber doormat whatever she goes with has a very problematic past and hasn’t…",1,3
"rt need a favor from billsmafia $ will be donated to for each rt this gets any rt is greatly appreciated…",1,3
"fri that’s an awesome pic",1,3
"<u+da><u+d> <u+db><u+de><u+d><u+d> <u+d><u+dc> <u+d><u+de><u+d><u+df><u+d><u+d><u+d><u+d><u+d> <u+d><u+d><u+df><u+d><u+d><u+d><u+d> <u+d><u+dc><u+df> <u+d><u+dc><u+df> <u+d><u+d><u+df> <u+d><u+d><u+d><u+d><u+df><u+d> <u+da><u+d><u+db><u+d><u+df><u+de><u+d><u+d><u+dc><u+db>",0,3
"will do that and more",1,3
"rt okay but can we talk about how a year old guy participating in writing lyrics for their album and having songs under his…",1,3
"rt thank you for sharing such a beautiful argument for raising taxes on people who make more than $k a year",1,3
"rt i can’t wait for kamala to be the next vp reply with mvpharris if you agree",1,3
"im voting for nct for favorite social artist at the amas nct ",1,3
"this is something that can be so personal",0,3
"rt nah this moist nigga was practicing for himself <u+f><u+fff><u+d><u+><u+fef>",1,3
"my birthday is on monday hating it here",1,3
"“one idol” i think thats an understatement",1,3
"rt too much goin on in my life rn and i jus wanna disappear<u+f><u+f><u+ffc>",1,3
"she should say “fuck christmas decorations” while she’s at it",1,3
"rt “for my part i know nothing with any certainty but the sight of the stars makes me dream“ – vincent van gogh",1,3
"rt socialism is a scare word theyve hurled at every advance the people have made socialism is what they called public power so…",1,3
"rt too much goin on in my life rn and i jus wanna disappear<u+f><u+f><u+ffc>",1,3
"rt kyle busch earns his first win of the season",1,3
"rt it’s not political it’s patriotic wear a mask period",1,3
"ao maybe transfer a bit of the million from the barrier reef fund to bribe the l…",1,3
"ladies let’s do ittt",0,3
"we continue to celebrate the uk blackhistorymonth bhm bhm double bill one comedy one drama joining sep…",0,3
"rt let’s never normalize how bizarre it is that we are all having to expend an inordinate amount of time making sure that…",1,3
"not trump complaining that chanyeol’s trending at no instead <u+fd> i’m crying",0,3
"rt the vampires guardian prologue by wattpad",1,3
"never heard of a zero bar and im super bummed that shit sounds amazing",1,3
"rt ferdibert more avatar shenanigans feat the blubbering blobert monster",1,3
"steady and constant rain at my place",1,3
"rt saw this today",1,3
"rt steven really helps explain real vision content and also helps translate me its free on youtube",1,3
"notbea we need alcohol thats what it is",1,3
"killed someone then he bragged about it boy was he dumb <u+f>",0,3
"would we know her grandson? i know who jessica mitford et al mitfordsisters are there’s a fantastic biography on them",1,3
"“we never talk anymore” yeah cause you don’t put it any effort",0,3
"rt please rt sold our cia to communist china outing the identities of cia agents throughout china china the…",1,3
" ab battle id i need backup lvl fediel",0,3
"rt so far australians overseas have sought financial help as they try to get home during covid a total of applica…",1,3
"same <u+fd>",1,3
"zezka happy bday beast much love",1,3
"rt don’t worry baby the moon understands",1,3
"wanna try this game again?",1,3
"just posted a photo @ actioncoach guyana",1,3
"jonny yes u do little rat n ima smack the shit out of u the next time i see you",1,3
"rt couple of evil she ra au s catra edits for our fav catgirl’s birthday &lt",1,3
"rt oloye <u+f> listen never in a million years did i imagine they would twist the plot in this way yet here we are",1,3
" i do and say what i want beloved<u+f>",1,3
"i rather have this than some dry ass wings",0,3
"rt covid has been devastating to arizonans and washington made things worse by turning this pandemic into a political is…",1,3
"rt jyp [news] got is confirmed to attend asia artist awards on th november <u+ac><u+c><u+be> …",1,3
"rt i expirenced their toxic behavior first hand so please give this a read",1,3
"this is maggiephobic",1,3
"rt marjorie uhh watch this and then donate to their gofundme",1,3
"rt navy vet tony bobulinski who has provided reams of evidence to reporters and investigators in support of his claims is n…",1,3
"rt govt launches rmb malaysia cyber security strategy more on ",1,3
"the worst",1,3
"rt dont vote by mail its past time for that drop it off in a drop box or vote in person",1,3
"keep it",0,3
"yt did you make it yourself?",1,3
"rt niggas fucked up in the crib eating noodles out a shoe",1,3
"rt jungkook pausing his speech to imitate the army who called him in tiny is still the cutest thing ever <u+fa><u+fd>",1,3
"rt the continuing to show their true colors suppressing the vote because they know what happens when everyone has the…",1,3
"rt [info] kids is part of the nd lineup for ""play seoul"" which is an upcoming kbs x seoul tourism organization…",1,3
"the party is over",1,3
"what is the name of this song?",1,3
"it’s jokes bro",1,3
"i nwed to read the manga nooowwwww",0,3
"yikes",1,3
"rt ¿cuándo terminan las votaciones? im voting for taylor swift for artist of the year at the amas",1,3
"rt why is this a huge deal? of state constitutions affirmatively grant the right to vote the us constitution does…",1,3
"rt my heart broke after seeing how cl looked so overwhelmed and emotional after performing on stage for the first time in yea…",1,3
"rt law just voted in las vegas very professional folks all around vote",1,3
"the fuck ",0,3
"nest of assholes?",1,3
"rt everyone should read this but if youre in one of these states michigan nc nevada wisconsin or texas remember w…",1,3
"rt if u see this pls rt and reply stop spreading false rumors this is unethical and so bad becoming from a journalist we d…",1,3
"get ready its time themaskedsinger",0,3
"brain can you fucking stop over analyzing for secs that’s all i ask<u+f><u+ffd><u+d><u+><u+fef>",0,3
" what",1,3
"i’m voting for nct for favorite social artist at the amas",0,3
"theyve made it clear they believe they can retroactively nullify late ballots so this is meaningless",1,3
"rt string of fate part • sorryy for the long wait here u goo lumity amityxluz luzxamity luznoceda amityblight the…",1,3
" shaking dat ass",1,3
"two weeks isolation then bubble up",1,3
"rt @imraven i just know this ain’t no trump vs biden meetup <u+fd><u+fd><u+fd><u+fd>",1,3
"vintage ussr ferrite core memory beautiful educational or historic example s vintagepc ussr…",0,3
"genuinely rooting for kyle busch what is this?",0,3
"rt their dating life is none of our business anyway",1,3
"daisies by the fence by kayemenner photography quality prints cards products at",0,3
"bauer our here speaking factual facts",0,3
"can you please explain how qe injects money into the real economy and is therefore inflat…",1,3
"rt iridescent clouds spotted from kernaham village mayaro as a strong thunderstorm affected trinidad iridescent clouds…",1,3
"rt murray the yard with the twelve foot tall skeleton is dead to me the neighbors who made animatronic tree arms are the new cham…",1,3
"me kdh frosch a history of oppression towards people…",1,3
"so you voted for trump",1,3
"like straight up i have negative sense of direction zoro from one piece has a better sense of direction than me",1,3
"rt trading card no • stun potion",1,3
"worthless heartless training to love",1,3
"<u+ff> i should go and light a joint ease the tension",0,3
"rt did you know the union jack that some scottish school children are being required to sketch in class only became the of…",1,3
"rt a senate committee has now successfully verified all bobulinski documents reviewed to date exposing the biden family c…",1,3
"if quackity goes live at am again while i’m sleeping i will evaporate<u+f>",0,3
"rt i felt like i was told to put this on <u+><u+><u+a><u+><u+>",1,3
"this",0,3
"rt it was such a pleasure to join for this performance if you havent yet head to the polls this is one of the…",1,3
"rt transparent colored case with visible wiring was absolutely the coolest goddamn design moment in the evolution of electro…",1,3
"rt october | a transport of jewish female prisoners left auschwitz ii birkenau camp they were transferred…",1,3
"rt <u+fa>ama’s ‘artist of the year’ stats<u+fa> j b k <u+f> taylor swift k t w k goal …",1,3
"puzzles? cupcakes or afternoon tea delivered? any crafty things?",1,3
"damn a a ron he assumes that the farmers in ca would side with their leftist neighbors on the coast not likely",1,3
"awe you love me <u+a><u+fef><u+a><u+fef><u+a><u+fef><u+a><u+fef> love you more teehee lol hope you enjoy yourself",1,3
"rt pm est <u+f> be ready to be spooked well not really but kinda? idk we talk about spooky movies but still check it out its a…",1,3
"i had to steal this one fo sho <u+f><u+f> pvalley",0,3
"this is the face cam pulls before he clicks that block button",0,3
"workworkwork we are grinding still making our dreams come true thegrindneverstops",0,3
"a hurricane swiftly approaches the town i live in all devices are charged going to play some casual games through…",0,3
"also everyone saying the first person is white but like do you know this personally they look at least mixed to me",0,3
"ss all jokes aside he was a nonce and super weird guy in general",1,3
"maybe kavanaugh saw how unpopular his decision was yesterday or maybe he had some beer before today’s decision",0,3
"true",0,3
"and you wanna scream domt call me kid dont call me baby look at this godforsaken mess that you made me dont call m…",0,3
"kyle fucking busch nascar",0,3
"rt wizkid has raised our expectations about madeinlagos so high that no matter how great the album is we will still somehow b…",1,3
"know how it feel dont you",0,3
"you’re right i just personally hope that this or any performative action she does doesn’t turn peopl…",1,3
"haroldlloyd publicity photo",0,3
"a i vote for btsv taehyung twt for bousnidstars",1,3
"rt since we aren’t getting any new hxh episodes anytime soon i just made my own <u+fc>here’s part of hxh beach day episode",1,3
"howd your team do? probably not as good as dodgers",1,3
"hey everyone are you ready for a quick time event? you ready for a qte?",0,3
"rt that police “reform” is going great right? <u+f><u+f>",1,3
"rt why was rasputin testifying before congress today?",1,3
"rt yoongi looking like a mafia boss",1,3
"rt cruisewithozo cruisewithozo bbnaija ozoemena enjoy<u+fa><u+b><u+f>",1,3
"rt less than k followers drop your handles lets go <u+fe><u+fef><u+fe><u+fef><u+fe><u+fef>",1,3
"taejinnies how are we? are we hungry and feeling like we get nothing? anyone up for a cynical dark taejinnie edit? its dark humour",0,3
"if you think is bad jessica lange won’t be in ahs season ",0,3
"rt winners will be revealed on halloween so be sure to get your ideas in before saturday spookanite <u+f>",1,3
"twisty curvy roads the coronavirus may be the best thing that has hap",0,3
"rt corporate landlords have been ruthless during the covid pandemic its time to rein them in vote now vote yeson…",1,3
"rt rats are basically working class squirrels",1,3
"rt @freeshoes this what they gotta know",1,3
"im all for this for winning at wm",1,3
"rt does it really get better? or do we just get used to it?",1,3
"okay but jumpol and toptap",0,3
"rt typical of him asked that him making the roster at vt not be announced or made a big deal we honored tha…",1,3
"rt lower manhattan vs midtown manhattan what’s your favorite part of the island? mmfilm",1,3
"abbassy best jess",1,3
"all bout them",0,3
"rt excellent thanks you tried to troll me last week because the report was late that’s because those whose names will be mud to…",1,3
"rt i’m in a chaotic mood though so whatever ",1,3
"it was a travesty you werent picked up for seasons ",1,3
"what tea did soobin know abt?? what y’all talking abt lmao",0,3
"rt we have formally requested that scotus correct the erroneous claim by justice kavanaugh that vt has not changed voting pr…",1,3
"<u+fcc> ¿color favorito? no se olviden de seguir a la radio + i followed and i vote for rm of bts …",1,3
"rt ""the president has boasted he brought back college football just today we heard in wisconsin that…",1,3
"rt @saox city of rialto and or fontana do any of yall know this guy?? he harrased me gave security a fake ass name and tried opening my…",1,3
"rt music watch the official music video for k da ""more"" youtube m…",1,3
"rt as a die hard mets fan i speak for all of us when i say we dont want jacob degrom here i think it serves us best for the f…",1,3
"rt biden cares more about trump’s supporters in omaha than trump does",1,3
"lul thats stooopid",1,3
"morniiing",1,3
"woodland class retort <u+faa><u+ffc>",1,3
"rt joe biden is an active national security threat <u+fa>",1,3
"also help u successfuly set up gaga again my impact",1,3
"rt the future of our planet is on the ballot",1,3
"me esperem <u+f> to jantany",1,3
"rt if you’d like to help support people in louisiana experiencing this awful hurricane season mututal aid disaster relief i…",1,3
"rt love it thank you and <u+fd> can’t wait to play all the games xboxseriesx",1,3
"<u+a><u+fef> official it’s time to do what you told us that you were going to do and protect your artist take down al…",1,3
